ENSG00000198695,0,chr0,14149,14671
ENSG00000198712,0,chr0,7643,8269
ENSG00000198727,0,chr0,14750,15887
ENSG00000198763,0,chr0,4721,5511
ENSG00000198786,0,chr0,319,16571
ENSG00000198804,0,chr0,3440,7492
ENSG00000198840,0,chr0,10062,10404
ENSG00000198886,0,chr0,10766,12137
ENSG00000198888,0,chr0,3307,4262
ENSG00000198899,0,chr0,8453,9207
ENSG00000198938,0,chr0,9309,9990
ENSG00000209082,0,chr0,3241,16570
ENSG00000210049,0,chr0,589,647
ENSG00000210077,0,chr0,1614,1670
ENSG00000210082,0,chr0,1674,3229
ENSG00000210100,0,chr0,4313,4331
ENSG00000210107,0,chr0,4329,4399
ENSG00000210112,0,chr0,4313,4469
ENSG00000210117,0,chr0,5464,5579
ENSG00000210127,0,chr0,1,16528
ENSG00000210135,0,chr0,5657,5728
ENSG00000210140,0,chr0,5761,6393
ENSG00000210144,0,chr0,5826,6393
ENSG00000210151,0,chr0,7446,7926
ENSG00000210154,0,chr0,7507,7585
ENSG00000210156,0,chr0,8157,8364
ENSG00000210164,0,chr0,9843,10058
ENSG00000210174,0,chr0,10179,10469
ENSG00000210176,0,chr0,12010,12206
ENSG00000210184,0,chr0,12209,12265
ENSG00000210191,0,chr0,12209,12336
ENSG00000210194,0,chr0,14674,14754
ENSG00000210195,0,chr0,15690,15953
ENSG00000210196,0,chr0,15956,16010
ENSG00000211459,0,chr0,653,1601
ENSG00000212907,0,chr0,10474,10766
ENSG00000228253,0,chr0,8388,8572
CATG00000000004,1,chr1,47082703,47083645
CATG00000000085,1,chr1,47650705,47655726
CATG00000000098,1,chr1,47657498,47666751
CATG00000000217,1,chr1,47780151,47780337
CATG00000000254,1,chr1,47999394,48009615
CATG00000000267,1,chr1,48224244,48239311
CATG00000000331,1,chr1,48507712,48645195
CATG00000000442,1,chr1,48936456,48948395
CATG00000000443,1,chr1,48938089,48938766
CATG00000000454,1,chr1,49152783,49161010
CATG00000000533,1,chr1,50489733,50489898
CATG00000000569,1,chr1,5058045,5081519
CATG00000000642,1,chr1,50812543,50821805
CATG00000000666,1,chr1,50889404,50896923
CATG00000000809,1,chr1,51767954,51776445
CATG00000000858,1,chr1,52344684,52346022
CATG00000001007,1,chr1,52831116,52831394
CATG00000001105,1,chr1,53118302,53120264
CATG00000001133,1,chr1,53164129,53168086
CATG00000001175,1,chr1,53558713,53568813
CATG00000001196,1,chr1,53631538,53659847
CATG00000001361,1,chr1,53990486,53998393
CATG00000001383,1,chr1,54065788,54065938
CATG00000001469,1,chr1,54586848,54604690
CATG00000001497,1,chr1,54667695,54669045
CATG00000001586,1,chr1,54940812,54941640
CATG00000001587,1,chr1,54930528,54930711
CATG00000001608,1,chr1,6063083,6063270
CATG00000001614,1,chr1,54954191,54954607
CATG00000001724,1,chr1,55411465,55412394
CATG00000001743,1,chr1,55431931,55440585
CATG00000001837,1,chr1,56309050,56539997
CATG00000002109,1,chr1,56919055,56925151
CATG00000002118,1,chr1,56977662,56989552
CATG00000002243,1,chr1,57906110,57931955
CATG00000002291,1,chr1,57990515,58006471
CATG00000002307,1,chr1,58389000,58419040
CATG00000002314,1,chr1,6238879,6245110
CATG00000002414,1,chr1,59039662,59236920
CATG00000002447,1,chr1,59270810,59273109
CATG00000002449,1,chr1,59316689,59317734
CATG00000002453,1,chr1,59369672,59371244
CATG00000002455,1,chr1,59397662,59406045
CATG00000002476,1,chr1,59605199,59628392
CATG00000002496,1,chr1,59756560,59757737
CATG00000002524,1,chr1,60265270,60266435
CATG00000002591,1,chr1,60433124,60433463
CATG00000002663,1,chr1,61555388,61625370
CATG00000002664,1,chr1,61579534,61585223
CATG00000002667,1,chr1,61617072,61619809
CATG00000002697,1,chr1,6314615,6314923
CATG00000002698,1,chr1,62072104,62073557
CATG00000002744,1,chr1,62190904,62191592
CATG00000002831,1,chr1,6324488,6324757
CATG00000002961,1,chr1,63783305,63786616
CATG00000003023,1,chr1,63953628,63984074
CATG00000003036,1,chr1,64125861,64198079
CATG00000003048,1,chr1,64252265,64253204
CATG00000003052,1,chr1,64291705,64293407
CATG00000003053,1,chr1,64307510,64309433
CATG00000003056,1,chr1,64400714,64403353
CATG00000003112,1,chr1,65316565,65316724
CATG00000003113,1,chr1,65330104,65331264
CATG00000003114,1,chr1,65332835,65333139
CATG00000003116,1,chr1,65467138,65470974
CATG00000003118,1,chr1,65533554,65535851
CATG00000003122,1,chr1,65558738,65559573
CATG00000003125,1,chr1,65833919,65837617
CATG00000003127,1,chr1,65891564,65892428
CATG00000003129,1,chr1,65967157,65987670
CATG00000003130,1,chr1,65995258,65998682
CATG00000003131,1,chr1,66004952,66007295
CATG00000003133,1,chr1,66169646,66186183
CATG00000003263,1,chr1,66435916,66437354
CATG00000003266,1,chr1,66459980,66460322
CATG00000003278,1,chr1,66499429,66501398
CATG00000003285,1,chr1,66511500,66511749
CATG00000003289,1,chr1,66531745,66532571
CATG00000003291,1,chr1,66541671,66542553
CATG00000003300,1,chr1,66587587,66590860
CATG00000003303,1,chr1,66600612,66603655
CATG00000003309,1,chr1,66628018,66628935
CATG00000003315,1,chr1,66648473,66651098
CATG00000003317,1,chr1,66657844,66658363
CATG00000003318,1,chr1,66659650,66659943
CATG00000003325,1,chr1,66737172,66739959
CATG00000003328,1,chr1,66744404,66744797
CATG00000003329,1,chr1,66748347,66748840
CATG00000003331,1,chr1,66760920,66763098
CATG00000003441,1,chr1,66882224,66905702
CATG00000003459,1,chr1,66911362,66912154
CATG00000003487,1,chr1,67014801,67015695
CATG00000003660,1,chr1,67519409,67521519
CATG00000003691,1,chr1,67758680,67761841
CATG00000003734,1,chr1,6545106,6556444
CATG00000003746,1,chr1,67880892,67885519
CATG00000003754,1,chr1,67896234,67896841
CATG00000003777,1,chr1,67988047,67999579
CATG00000003813,1,chr1,68027727,68092557
CATG00000003859,1,chr1,68169282,68171432
CATG00000003873,1,chr1,68215421,68249917
CATG00000003882,1,chr1,68453008,68455620
CATG00000003885,1,chr1,68467746,68469695
CATG00000003906,1,chr1,68758825,68771347
CATG00000003920,1,chr1,68937362,68937624
CATG00000003979,1,chr1,69411845,69412967
CATG00000003991,1,chr1,69441535,69442873
CATG00000004017,1,chr1,69666431,69898886
CATG00000004023,1,chr1,69861338,69885540
CATG00000004087,1,chr1,70158717,70160424
CATG00000004091,1,chr1,70183338,70184627
CATG00000004098,1,chr1,70409609,70411248
CATG00000004170,1,chr1,6663213,6665864
CATG00000004376,1,chr1,72748644,73220179
CATG00000004381,1,chr1,72831294,72831894
CATG00000004382,1,chr1,72852683,72854211
CATG00000004533,1,chr1,6762024,6763448
CATG00000004784,1,chr1,75567548,75567894
CATG00000004815,1,chr1,6894349,6901636
CATG00000004816,1,chr1,6997077,6998343
CATG00000004823,1,chr1,7187332,7188889
CATG00000004825,1,chr1,7206769,7208431
CATG00000004831,1,chr1,7337847,7338713
CATG00000004834,1,chr1,7372660,7379049
CATG00000004844,1,chr1,7566431,7567514
CATG00000004846,1,chr1,7628034,7630028
CATG00000004847,1,chr1,75664756,75695653
CATG00000004923,1,chr1,77685167,77724568
CATG00000004972,1,chr1,78149358,78150167
CATG00000004973,1,chr1,78225663,78226099
CATG00000004986,1,chr1,78472857,78473882
CATG00000004998,1,chr1,78893383,78922488
CATG00000005016,1,chr1,79135990,79137207
CATG00000005145,1,chr1,79472600,79474368
CATG00000005200,1,chr1,79518782,79519063
CATG00000005258,1,chr1,79735634,79887421
CATG00000005448,1,chr1,80339338,80340126
